GeneID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
ALKBH4,0.698153884,0.288646996,-0.089498668,0.066702572,0.70128415,0.202882089,-0.033988981,0.25059668,-0.12942279,-0.089371691,-0.21232902,0.054161368,0.127699771
ALKBH5,0.975978606,0.666902456,-0.360458723,-0.30603484,0.058998102,-0.125230289,0.406000596,-0.466957162,-0.312501172,0.141036528,0.042948368,-0.037755148,-0.100399622
ALKBH6,0.443256914,0.220118838,-0.605092801,-0.225168158,0.107077796,-0.246254252,-0.205330287,-0.253271396,-0.019011114,-0.64672075,0.43283054,0.304305338,0.532214291
ALKBH7,0.956118073,-0.794800462,-0.207550254,0.798236216,0.164418345,-0.09749876,-0.049476123,0.380803313,-0.224978598,-0.54952647,0.043143395,0.381662347,0.256616244
ALKBH8,1.157087953,-0.83308994,-0.40029946,-0.317842152,-0.29427868,0.074288815,0.014521729,-0.484847001,0.070904972,0.294424169,0.37736004,-0.038424871,-0.144669681
ALLC,-4.492837785,-0.354591812,0.958611036,-0.730011343,0.972952542,-0.487734959,0.14198058,-0.198535641,-0.40062111,-1.137537135,-0.618580798,-0.372517705,1.118872116
ALMS1,0.566917353,0.492775092,-0.545603783,-0.590876505,-0.639156028,0.259604181,0.080509929,-0.212240396,0.14892529,0.192284107,-0.045592233,0.092876741,-0.155336423
ALOX12,0.122162025,1.22503684,-0.069967716,-0.093142114,0.446858047,0.28095062,0.052338801,0.093622381,0.046385507,0.386347753,-0.268346092,-0.398627273,0.317421962
ALOX12P2,-1.731052362,1.198455873,-1.342804683,-0.515689083,-0.125526095,-0.597676456,0.658236791,0.153664791,0.264383373,-0.3697332,-0.022176698,0.043339516,-0.064200651
ALOX15,-1.124917843,-0.803672958,-0.610276811,2.102163312,-0.949702942,1.506096697,0.713739299,1.495991671,-0.116031189,0.816587158,0.614178927,0.058939516,-0.647950655
ALOX15B,-1.647864117,0.438569655,1.135370581,-2.01397988,1.479354991,-1.13623816,-0.554767677,0.259557487,-0.116914513,0.534223071,-0.056925193,0.210485685,-1.035106115
ALOX5,0.87338823,1.111982697,1.408811046,-0.29951599,0.506853418,-0.172876468,0.22161877,0.038751876,-0.234812526,0.011880713,0.009637058,-0.152021385,-0.01745802
ALOX5AP,0.378145837,0.386985839,1.417251233,-0.544489773,0.176298906,0.782742654,-0.322569898,-0.062978668,-0.384914266,-0.255926689,0.059563246,-0.242212559,0.200852232
ALOXE3,-4.601533787,-0.863750357,0.528248969,-0.335984933,-0.384772461,0.00913875,-0.120810046,-0.358792236,-1.104468551,1.238226337,-0.388242949,0.341891825,-0.263373879
ALPI,-3.928221929,-0.935318482,0.422503098,0.981386074,-0.148711442,1.580014402,0.086814417,0.397023527,-0.638808962,0.38050857,0.781579474,-0.399702976,-0.364039457
ALPK1,0.789002416,0.743278327,1.560856026,-0.144142657,-0.005428462,0.294615546,-0.595034499,0.025979503,-0.24606433,0.25977785,0.183226938,-0.158828281,-0.438951092
ALPK2,-1.115032979,0.461608621,1.256098727,-0.763271007,0.157422619,0.299005848,-0.184533374,0.727105282,0.634201467,-0.450750751,0.762217072,-1.16919961,-0.845250328
ALPL,0.081832,1.803016919,1.981345504,0.906929658,0.82612547,0.113212264,-0.858579251,0.110045935,-0.692086983,0.014295396,0.561540148,-0.149990126,-0.231402625
ALPP,-3.983277202,0.950524444,-0.372018703,1.14405098,0.517792461,0.561775408,0.611445243,0.112323908,-0.191878867,0.624469159,0.184328097,0.43067488,-0.012476712
ALS2,0.88231997,0.066689207,0.100696954,-0.279721167,-0.187825438,0.652419741,-0.067917361,0.187504979,0.21590744,-0.067140371,0.3198142,0.312704976,0.021202502
ALS2CL,-0.45868286,0.562780504,-1.710688651,0.416054112,-0.047661749,-0.753385584,-0.209276671,0.498107655,-0.333221327,0.097097205,0.117286215,0.282487072,0.544095612
ALX3,0.086153785,1.391126352,-1.032759518,-0.917217415,0.317471965,0.287382403,0.143232917,-0.334182643,-0.095274887,-0.276211349,0.575790502,0.376535333,0.25663403
AMACR,1.018763228,-0.639999699,0.591407414,0.087648895,-0.228954059,0.010428415,0.324778381,-0.293051688,-0.568077671,0.212210561,0.092180163,0.100861572,-0.324971109
AMBN,-3.149434931,0.038941337,-1.194996008,-0.385411968,0.559087047,-0.51521651,-0.129275342,-0.710263905,-0.473104445,-0.403085678,-0.445165034,1.013836306,-2.187577834
AMBRA1,0.319165669,1.277836241,-0.828091251,-0.345434899,-0.214368716,0.116209006,0.100656992,-0.079008,-0.088209683,-0.133304907,0.127011575,-0.235663817,-0.176603261
AMD1,1.095418468,-0.319683191,0.6703034,0.059671024,-0.299274835,0.026285034,0.285282403,-0.247322327,-0.30721567,-0.192105808,-0.114093717,0.213099131,0.123365248
AMDHD1,-0.429056639,-0.717275925,-0.034354517,0.62695849,-0.915949907,1.054562369,-0.019553002,-1.103900681,0.678936849,1.464423153,-0.506974116,-0.296408839,0.92863771
AMDHD2,0.915999672,0.490044418,-0.637363706,-0.077140503,0.637587924,-0.075419599,0.355565122,0.044255365,0.014019435,0.120416516,-0.138465769,0.022755433,0.241282874
AMFR,0.67393916,0.529061786,0.048602997,-0.325898006,-0.538027697,-0.270475208,0.30130911,0.210335914,-0.016664544,0.275541507,-0.186453241,-0.305445759,0.082995427
AMHR2,-4.461109078,-0.417991116,0.685295229,-0.510998004,-0.694962292,-0.618645004,-0.511943778,0.1565516,-0.511192682,0.861344573,0.460252403,0.425112388,-0.896955068
AMIGO1,0.294832213,0.349927394,-1.280550181,0.486971068,-0.441573207,-0.296300132,-0.761025579,-0.21590352,0.102874945,0.461216485,0.110461807,-0.155594191,0.15840846
AMIGO2,0.962255654,-0.411387092,-0.973400579,0.497576223,-0.324992883,-0.252455622,-0.153847706,-0.017911236,-0.279363361,-0.049911461,0.145299967,-0.064404668,-0.267695326
AMMECR1,0.89100521,0.266999917,-0.412572386,-0.325503641,-0.555336948,0.320435367,-0.367116619,-0.258908494,0.002181862,-0.199239756,0.440587679,0.221208517,-0.137021334
AMMECR1L,0.736807587,0.20514933,-0.250136162,0.413409336,-0.179945387,0.54181372,-0.318301855,0.11285219,0.18041706,-0.130924107,0.028650351,0.03802892,0.225428902
AMN1,0.901729655,-0.181979743,0.497296246,-0.067469225,0.021879672,-0.005286965,-0.532213278,0.214706156,-0.215406443,-0.091703136,0.059587241,0.106609804,-0.063054502
AMOT,0.219818404,0.372530415,-0.256904085,-0.784048732,-0.241821787,0.29919843,-0.093832075,-0.35170756,0.098333462,-0.233133699,-0.218309153,0.118351031,-0.3375601
AMOTL2,-4.030766445,-0.811728484,-0.809280937,0.342198901,0.107260239,0.180317468,-0.568240106,0.504355843,0.310989456,-0.625034263,-0.41326372,0.511996059,-1.030080697
AMPD3,0.503321132,1.023436696,0.223029037,0.259800688,0.066790093,0.365927508,-0.339909703,0.684602875,-0.023535367,0.163084521,0.245290194,-0.087733562,-0.06927048
AMPH,0.317924988,-0.282576625,-0.25990834,-0.898886461,-0.05340317,0.846045103,-0.133193989,-0.292773124,-0.151677863,-0.064134558,-0.192346889,0.034991506,-0.347325875
AMT,0.254616833,1.063056745,-0.714726409,0.371200244,0.540789782,0.230859609,-0.349981112,0.402594255,0.14098267,0.250361603,0.09582504,-0.303725219,-0.14460787
AMY1A,-0.037226043,-1.438148543,-0.031940992,0.057344081,0.094204864,0.378039401,0.5452211,-0.562369493,0.101907977,-0.072450618,-0.361464933,-0.129373361,-0.062291169
AMY1B,-0.191723184,-0.817989546,1.200062017,-1.006475755,-0.060986705,-0.804584604,-0.226174348,-0.670947003,0.217060151,-0.52282091,0.4186817,0.308633151,0.409208026
AMY1C,-0.264999083,-1.543709394,-0.20749196,0.211178488,-0.382187501,0.154437333,-0.052673565,-0.652421211,0.362210859,-0.365888183,-0.09950461,-0.534522336,0.318168309
AMY2A,0.11694382,-0.613658299,-0.597304788,-0.310249793,-0.150524358,-0.043053102,-0.354224714,-0.628401024,0.325611603,0.262085067,0.129275964,-0.228406182,0.323462555
AMY2B,1.114872511,-0.717558064,-0.418068399,0.174656607,0.114577946,-0.003671418,-0.342622498,-0.249788761,0.289703142,0.277156345,0.060364105,-0.061664868,0.067999871
AMZ2,1.169601657,-0.656913277,0.016804425,0.112447054,0.136789242,0.234682206,0.133970934,-0.137680227,-0.092702169,-0.010965789,-0.097436871,-0.217714784,-0.079084497
ANAPC1,0.885237485,-0.086082353,-0.567153469,-0.300098228,-0.420196914,0.00142709,0.069986015,-0.062230037,-0.090891204,-0.01439494,-0.003216324,0.028345842,-0.03377127
ANAPC10,0.748193153,-1.337948538,-0.322589531,0.239059443,-0.008969966,0.275835866,-0.070600118,-0.092468608,0.117216943,0.055877748,-0.097670088,0.345026031,-0.020452799
ANAPC11,1.027024293,-0.815845023,-0.082972194,-0.114357528,0.254480473,0.285854809,0.18540726,0.022692856,-0.093462556,0.15839554,-0.184313699,-0.234298805,0.085818613
ANAPC13,0.835213035,-0.920555088,0.284947695,0.613803036,0.021797399,0.131051348,-0.426481713,-0.272076297,0.55947418,0.281438246,-0.132770574,-0.434706246,0.230304216
ANAPC2,0.551709239,1.151994012,-0.77652711,0.307480887,0.617805645,-0.301988927,0.555179461,0.190992432,-0.388216163,-0.288887731,-0.182502217,0.194860344,0.079661384
ANAPC4,0.958467242,-0.64294778,-0.422439584,-0.05971896,0.009642891,0.515792665,-0.007478661,0.181569947,0.029040468,-0.043640881,-0.106137526,0.151723792,-0.083046049
ANAPC5,1.210020514,-0.35550163,0.021836654,-0.468783379,-0.06388205,-0.211825161,0.158348528,0.084067445,-0.027993219,0.043702046,0.193091526,-0.02474181,0.004737387
ANAPC7,1.096483764,-0.381481125,-0.000217885,-0.162315225,0.096097126,-0.06515534,-0.015461225,0.053455017,-0.077803737,-0.030219665,-0.080341124,0.151823908,-0.099115363
ANG,0.371501796,-0.783622214,1.3955293,-0.174823881,0.940548058,0.153909884,-0.741822515,-0.919741445,0.128092,-0.372692565,-0.186973964,-0.18455634,-0.365914341
ANGEL1,0.513020548,0.482452884,-0.695129097,-0.418587419,-0.407513781,-0.173781584,-0.103961945,0.049701664,-0.31883421,0.05759918,0.267710543,0.268149177,0.089748647
ANGEL2,0.948704779,-0.865577101,-0.454955273,-0.268488963,-0.031634558,0.448498192,0.045583226,0.07356923,-0.075793498,0.159371527,0.019072721,-0.202482723,-0.003903234
ANGPT1,0.161054839,-0.430191412,0.668836474,-0.351210419,-0.330313824,-0.528034559,0.440812962,0.10369189,0.065506539,-0.557850564,-0.582402881,0.672491781,0.497085154
ANGPTL2,-0.06746721,1.938246,-0.030971157,-0.792848602,-0.409145892,-0.443727059,0.074055957,0.019686562,-0.065947602,-0.62379489,0.544914188,0.502211345,0.313369484
ANGPTL3,-0.001739236,-0.871103517,-0.126347757,-0.599047539,0.162140648,0.438499792,0.09431487,-0.355240919,-0.341995614,0.125520809,-0.835764884,-0.125328141,-0.362199337
ANGPTL4,-1.941932779,0.208018785,0.241090035,0.888731371,0.334788635,-0.261464083,-1.329716195,0.884494622,-0.237778489,-0.223622164,0.544907751,-1.498691723,-0.762394471
ANGPTL6,-0.185542246,0.587773622,0.022010787,-0.10486041,-0.177806584,0.530145492,-0.172398998,-0.224283588,-0.43101198,-0.681090435,-0.488332504,-0.134659487,-0.332647073
ANK1,-0.756853998,2.14453359,0.000666215,1.851082573,-1.609185352,-0.267186262,0.878881553,-0.008050388,-0.208874574,-0.0750377,-0.005806001,-0.226388824,-0.421806465
ANK3,0.41958081,-0.13376928,-0.779818276,-0.133197112,-0.168073493,0.843529522,-0.704365367,-0.321660334,0.093163332,0.285897775,0.149427051,-0.176001821,-0.148266585
ANKAR,0.755222811,-0.477570819,-0.96328469,-0.064253388,-0.340007394,0.329859751,-0.027842161,0.003329039,0.145328646,-0.063360721,0.137760927,0.147579674,-0.022230351
ANKDD1A,0.351004085,0.77216229,0.575839183,-0.041641984,-0.667395174,0.314895851,-0.23115198,0.408158884,0.011465081,0.163443646,-0.038996473,0.294090615,0.020037827
ANKFY1,0.83842412,0.868849305,-0.225193855,-0.45575488,-0.119293832,0.052635213,0.336030266,0.070677994,-0.102127465,-0.221084759,-0.033285386,-0.064465236,-0.083569759
ANKH,0.25490552,1.105170782,-0.395027298,0.166430338,-0.996373506,0.075431801,0.031803324,0.214133243,0.04563241,0.119722334,-0.244968186,-0.066323617,0.159977252
ANKHD1,0.764503624,0.676103154,-0.090354205,-0.255323874,-0.426173825,0.17449552,-0.147669333,-0.133940664,0.079093095,0.039339187,-0.041840348,-0.016135901,-0.06121089
ANKHD1-EIF4EBP3,0.755707393,0.746677007,-0.078027878,-0.256005742,-0.411431702,0.182814569,-0.145251189,-0.14171021,0.101131666,0.067054209,-0.059770951,-0.035858432,-0.093690341
ANKK1,-2.300663158,0.851826863,-1.058325337,0.081235709,-0.575980135,-0.911221631,-0.362801312,-0.270853812,0.12471494,0.587746888,0.000702445,-0.178519038,0.917813304
ANKMY1,0.7090461,0.59521895,-0.78491416,-0.271395128,0.275603215,-0.079610329,0.013380427,-0.009965287,0.445208004,-0.022567089,-0.237003174,0.140490904,-0.145849742
ANKMY2,0.950739653,-1.149430265,0.304824998,0.224612924,-0.141651393,0.161574231,-0.002270275,0.001393352,0.37974789,0.045364445,-0.427393247,0.03449232,-0.110534809
ANKRA2,1.13095132,-0.947970996,-0.367667008,-0.137336267,-0.080657019,0.005539733,0.045470532,0.078744438,-0.359294613,-0.148863693,0.124958004,-0.024730353,-0.110300723
ANKRD10,1.097653436,-0.746408211,-0.091973199,-0.376319756,0.18959335,0.254783567,-0.111564515,0.208198892,-0.07761376,0.238061533,-0.047739548,0.038389506,-0.122438009
ANKRD11,0.409221292,1.936251418,-0.250646508,-0.440501616,0.246800126,-0.338134246,0.162369242,-0.173115083,0.098678299,-0.203642446,0.051122055,0.361234148,-0.126707078
ANKRD12,1.180654281,-1.061795962,0.165800233,0.519586216,0.000224501,0.144760955,-0.21384572,-0.245455305,-0.011205282,0.068125245,-0.021437995,0.097758109,0.007134708
ANKRD13A,1.077834805,0.121951579,0.842199908,-0.163768034,-0.103730408,0.440080033,0.241682689,0.095001272,-0.343122413,-0.015341418,-0.085941693,0.008682084,-0.130637825
ANKRD13B,-2.205300445,0.938580978,-0.448606051,0.145668601,0.21647055,0.750202707,0.039370363,0.717258666,-0.546306243,-0.301947177,0.414276971,-0.181668839,-0.406267636
ANKRD13C,1.055630677,-1.160725564,-0.097126649,0.448615688,-0.137764032,-0.070325993,-0.109177128,0.065482645,0.042275671,-0.149784012,-0.170907607,0.423895673,-0.013243973
ANKRD13D,0.707042932,0.839601903,0.305741681,0.340474141,0.437608949,-0.092516062,-0.191424433,0.200352466,0.145482741,-0.238973398,-0.076325907,0.067130053,0.274562363
ANKRD16,0.48006317,-0.262298532,-0.961228328,0.550050496,-0.583381251,-0.46134545,-0.008279845,-0.056441121,0.526374069,-1.041751991,0.170560339,0.11227827,-0.56831899
ANKRD17,0.488528609,1.139066645,-0.293653753,-0.159376597,-0.603484576,0.164464057,-0.276442206,-0.093245901,0.124306182,-0.01473356,0.159968779,0.006032946,-0.150615546
ANKRD20A1,-2.171730519,0.435253342,-0.361240096,-0.76863519,0.600192133,-0.621752441,-0.192245584,0.423230057,0.734275073,0.038579023,-1.122880141,0.970916729,0.018915315
ANKRD22,-0.187756862,-0.986136402,1.8612812,0.008292382,0.68720175,0.269758233,0.129452621,0.738267026,0.386736868,-1.178430624,0.815316172,-1.721012248,-0.782436887
ANKRD23,0.388989259,0.718790846,-0.567198523,-0.052402545,-0.060116448,-0.194934442,-0.530933004,-0.038640548,0.218323867,-0.361984068,0.15063011,0.445255967,0.179669211
ANKRD24,-2.788485184,-0.299896562,-0.109113794,0.261770146,-0.085375875,-0.771383401,0.248272275,1.435456544,-0.501257654,0.820268828,0.044811817,-0.279493859,0.403319395
ANKRD26,0.543018909,-0.642900692,-0.589034925,-0.032037213,-0.501977384,-0.249499288,-0.427452021,-0.071254883,-0.046710817,-0.033381505,-0.011042747,0.359674336,-0.161596615
ANKRD27,1.003069446,0.227517641,0.019658747,0.072251259,-0.082391212,0.117596753,0.030348145,0.16310035,0.183889298,0.013606033,-0.283539584,-0.054102563,-0.063505083
ANKRD28,1.105219988,0.302446266,0.328079273,0.096071848,-0.291675385,-0.152591804,-0.476592684,-0.032627241,-0.236274316,0.305354918,0.122558259,0.337589693,-0.343447446
ANKRD29,-3.733834034,-1.201707813,-0.754383042,-0.786544166,0.101155298,-0.01121168,0.169176064,-0.141122851,-0.652938348,1.282228452,-0.553223159,0.349574155,0.797567977
ANKRD30B,-3.61872185,-0.855741743,-0.158374055,-0.132061788,-0.191378825,-0.472993897,-0.731101614,0.184450197,1.465108158,0.455952933,-0.494171371,-0.035815467,0.113942423
ANKRD33,-4.29265062,-1.312289264,0.062724676,-0.259866389,-0.026112816,-0.746745496,0.003428588,0.700580091,-0.443983807,-1.051095576,0.845253083,-0.611833861,-1.003524521
ANKRD34A,-0.151208011,0.656816895,-1.376007468,-0.363828721,-0.007240689,0.110125599,-1.000818401,-0.424969058,-0.705819298,0.318307666,0.483312646,0.021636653,0.315694556
ANKRD34B,0.094679176,-0.75227126,0.857251893,0.111152301,0.241689343,-0.578200546,-0.52540391,1.349227735,-0.565971795,0.091431197,-0.357709471,0.143847388,-0.423993973
ANKRD34C,-2.671763117,-1.229809055,-0.316240804,0.252301441,-0.545028155,0.051388132,-0.148138231,-0.549475977,1.427183873,0.11034867,-0.037158894,-1.225105414,1.504670218
ANKRD35,-2.588676249,-1.068650872,-0.172149424,-0.99677612,0.758590839,-0.517953913,0.031067135,-0.523156081,-0.09112632,1.642860358,-0.096284134,1.262094748,0.309143054
ANKRD36,0.934183385,-0.303331339,-0.782836211,-0.479306038,-0.491852743,0.382016959,-0.049129096,-0.245888656,0.102590715,0.262015853,0.031922597,0.225468278,-0.153690784
ANKRD36B,0.682608896,-0.423088419,-0.668295693,-0.644860346,-0.212777164,0.843276924,0.040966246,-0.593161985,-0.198186397,0.216825101,0.710883205,-0.29530006,0.184887637
ANKRD37,0.793152856,-0.952203756,-0.71445795,-0.312266159,-0.415034244,0.076506441,-0.552136154,-0.642476856,-0.361817323,-0.569240038,0.211025198,0.339015506,-0.20278018
ANKRD39,0.36327492,0.605794578,-1.021756242,-0.208846237,0.553438414,0.329086373,-0.298349578,-0.150169054,-0.192220415,-0.167747137,0.194493215,0.253236421,0.209558805
ANKRD40,0.485062465,0.382516826,-0.647467877,0.065843622,-0.321977825,0.255125474,-0.498009519,-0.045915682,0.402960601,-0.08638704,-0.066542148,0.091019458,0.028562652
ANKRD44,1.016161433,0.027993174,0.170316319,-0.431514032,-0.366804939,0.409101386,-0.023276686,-0.000911364,-0.003554704,0.004634817,0.107612696,0.045985599,-0.093936976
ANKRD45,-3.185979625,-0.621121466,0.034333736,-0.646232256,-0.552708634,-0.794484652,-0.54857305,0.139268837,0.700776822,0.303454132,0.028877197,0.517474563,0.092104364
ANKRD46,0.944811525,-1.20545561,-0.24124003,0.347496889,0.159065745,-0.110344415,0.058017107,0.116805142,0.100702152,0.077660441,-0.41196175,-0.065647631,0.130951364
ANKRD49,1.15979747,-1.652827209,0.290126626,0.341677732,0.274995504,-0.300670092,-0.04199792,-0.184128783,0.064836724,-0.259293391,0.126454238,0.112252054,0.102861862
ANKRD50,0.942251572,-0.473192157,0.859774976,-0.371189167,-0.057247293,0.375709261,0.076039752,0.032304562,-0.149469262,0.352007691,-0.117155485,-0.052729227,0.16439593
ANKRD53,-0.511579537,1.048005908,-0.206659386,1.286957795,0.864092304,0.680570358,-0.615228584,-0.427702798,0.217803519,-0.270849752,0.223191529,0.480279548,0.296156387
ANKRD54,0.278749863,0.217827092,-0.653895251,0.094183735,0.082395114,-0.332182385,0.081639237,-0.235632144,-0.33163137,-0.376899691,0.303223639,-0.09723891,0.388665268
ANKRD55,-0.074304547,0.146572487,-1.438025814,0.663685293,0.152522023,0.197184127,-0.458306344,0.305748358,0.140111914,0.2805281,0.199149653,-0.279031384,0.302394653
ANKRD6,0.67836165,0.012785828,0.185996526,-0.012831062,-0.297548333,0.148179469,-0.46936932,-0.087121242,0.123770335,-0.442021845,0.020270131,0.595051045,0.323106175
ANKRD9,-0.081542704,1.144695127,1.07453754,0.626605143,-1.212341061,0.11878782,0.02551583,-0.200551199,-0.248071133,0.352102415,-0.4021165,0.120899833,0.052764239
ANKS1A,0.468099205,1.519651904,0.219937162,-0.789830706,0.0914151,-0.340693565,0.009439078,0.132037444,0.028616835,-0.088349748,-0.020659903,0.160923139,-0.071315955
ANKS1B,0.573417101,0.39995838,0.697028387,-0.681212599,-0.24363074,0.497722757,0.105282288,-0.176587305,-0.112415079,-0.16113565,-0.048814384,0.011892247,0.129336744
ANKS3,0.378350289,0.492811841,-0.998895032,-0.327269283,0.259589134,-0.035873558,-0.402893543,-0.227190509,-0.032943246,-0.048923753,0.269796678,0.106805068,0.117825398
ANKZF1,1.213198411,0.44709766,-0.383872084,-0.451015622,0.231728288,-0.685494469,0.313740866,-0.191965843,-0.122756038,-0.209049764,0.037218759,0.259216016,-0.199406926
ANP32A,1.212528681,-0.32627642,0.905772588,-0.010282188,0.028799567,0.057207237,0.062911337,-0.253835993,-0.152019695,-0.082115045,-0.076482977,0.135833101,0.006997126
ANP32B,0.577806304,0.793629774,-0.32868022,1.560622051,-1.818990108,-0.720820872,0.170350742,-0.57030932,0.120310234,0.001615374,0.369681901,0.329560824,-0.57355114
ANP32E,1.083852275,-1.405644071,0.144059305,0.751216645,0.138896917,0.085868035,-0.055257664,0.010608355,0.008412346,0.093016449,-0.10898868,-0.0005755,-0.470231215
ANPEP,-0.534751695,2.446549147,1.360015081,0.561066684,0.469102691,0.391116498,-0.079880987,-0.451831725,-0.000262696,-0.510474099,0.031579964,0.070159156,0.048445417
ANTXR1,-2.069009874,0.45885942,-0.143117374,-0.929369193,-0.641713108,0.281786406,0.284421097,0.48648649,0.566785335,-0.104090258,-0.866681962,-1.022631313,-0.224110709
ANTXR2,1.099255543,0.197119247,0.730410551,-0.340504012,-0.167738743,0.131024834,-0.110483552,0.150285574,-0.21054841,0.057302132,-0.086606169,0.299548413,-0.047712068
ANXA1,0.764792407,-2.087109431,1.112348216,0.817958752,0.736278802,-0.276162374,-0.429194547,0.295455692,0.507823685,0.031807441,-0.446688097,-0.056288663,-0.253442706
ANXA11,0.680770224,1.430932353,0.275680977,-0.353355357,0.137021818,-0.019781893,-0.216486157,-0.025357086,0.180403655,-0.026490862,0.212544499,0.291637678,0.060813096
ANXA2,1.1433815,-0.884472993,0.884655048,-0.496306313,-0.047425895,0.137401282,0.421872866,-0.024574436,0.069155034,0.384141954,-0.008820359,-0.263186951,0.041371582
ANXA2P1,-0.520145472,-1.241441869,0.58611875,-0.767877023,-0.265353504,-0.891325381,-0.094135096,0.751204202,0.102201541,-0.383362981,-0.27123079,0.290559252,0.751078645
ANXA3,0.547563368,-0.490725831,2.623612125,1.218436551,0.735727494,-0.053438332,-0.825891654,0.419958404,-0.127493537,0.414712257,0.166891305,-0.178720055,-0.849820341
ANXA4,0.945945924,-0.53976306,0.382050908,-0.676206026,-0.204694663,-0.405311839,0.412544941,0.466540736,0.244256883,0.348374138,0.413076979,0.068553771,-0.238063743
ANXA5,1.237879685,-0.379977714,0.769659372,-0.759797718,-0.119780075,-0.014993817,0.800743227,-0.010433584,0.069135745,0.017267663,0.220401923,0.050828842,-0.106947056
ANXA6,1.119011292,-0.151654726,-0.178742205,-0.799470007,-0.162998024,-0.181182116,0.69249938,0.018961241,-0.228613551,-0.035337107,0.100460286,0.043026025,-0.244547398
ANXA7,1.169051434,-0.404487154,0.269427167,-0.330470056,-0.272443218,0.103445221,0.226063796,-0.189137902,-0.22262288,0.114898743,0.039493559,0.052283504,-0.026960668
ANXA8,-3.291844353,-0.795412965,0.91597554,0.148102157,-1.035365855,-0.466362801,0.512555035,0.306557547,0.026036594,-1.237395645,-0.294430506,-0.405822343,0.472376873
AOAH,0.768701532,0.633629449,0.901879207,-0.631128896,0.02695508,0.922186734,0.27163399,-0.136306019,0.377309083,-0.092151761,0.046837661,0.068434625,-0.041816505
AOC2,-0.250968056,2.103072916,1.044905499,-0.046149755,-0.228746253,-0.040690585,0.521224351,-0.003248609,0.383964282,0.039518435,-0.612273249,0.23627868,0.628208936
AOC3,-1.000026653,2.075593063,0.885080308,0.647620771,0.074891746,0.379117539,0.360150384,-0.24258253,0.607448026,0.013033386,-0.594880651,-0.20126625,0.752076884
AP1B1,0.360785171,1.528041513,-0.596628415,-0.313123268,0.232488275,-0.022068743,0.29913328,-0.188574046,-0.228900187,0.181223756,-0.056664359,-0.583012316,-0.118112986
AP1G1,0.873585032,0.440735349,0.161997024,-0.389340813,-0.244486259,0.279343892,-0.084336639,-0.009286333,0.065404803,0.208880949,-0.178455031,-0.046114378,-0.118726873
AP1G2,0.773817312,0.707632921,-0.622463974,-0.002550755,0.342222788,-0.217448817,-0.037957144,0.219014242,0.212412606,-0.261527903,0.136283599,0.143477094,0.187119368
AP1M1,0.935036163,0.970150437,-0.32142464,-0.145087081,0.195244017,0.044486754,0.424623596,-0.029953029,-0.121140011,-0.052788798,-0.024458261,0.011388924,-0.067622237
AP1M2,-1.339990252,1.153232797,-0.791835606,-0.737150401,0.157375451,0.813627756,0.76785245,-0.197385521,-0.279980222,1.754421577,-0.534601249,1.092175532,0.393067653
AP1S1,0.710167482,-1.354178002,0.156544031,-0.153177218,0.317326217,-0.071416596,0.170735291,0.526868487,0.088090153,0.272487723,-0.10290529,-0.191506249,0.364541874
AP1S2,1.2589408,-1.581494148,0.542320015,0.102468311,0.30553255,-0.249461357,0.147214048,0.147627769,-0.143448931,0.045404924,0.186025264,0.092092068,0.048164754
AP2A1,-0.415490162,2.375693378,0.236772131,1.170610026,-0.98643488,-0.036020822,0.534267112,-0.107672414,0.195960358,-0.04018791,-0.137575626,-0.475738727,-0.130830607
AP2A2,0.464170992,1.309647032,-0.475241304,0.019136351,0.316172969,-0.045315339,0.159692535,-0.142993879,-0.37751721,-0.153574997,-0.301130168,-0.216236332,-0.125875153
AP2B1,0.877741045,0.638577174,0.132710977,-0.364184283,-0.590946187,-0.091598265,0.029710991,0.094674319,0.331416739,0.148452245,-0.105656164,0.104073844,-0.364853757
AP2M1,0.289936617,1.150927833,0.064376108,0.781981819,-1.244810168,0.543913249,0.826545726,-0.054905901,-0.290671096,0.137754895,-0.183320707,-0.207828438,-0.003118553
AP2S1,0.964176276,0.288989976,0.592230985,-0.081419196,-0.384121248,-0.251838672,0.365591616,-0.192957557,-0.086841367,0.122147766,-0.246257044,-0.177636141,0.159653
AP3B1,1.086472044,-0.323716563,0.177921265,-0.475824353,-0.238341094,0.386890307,0.001687472,-0.043494559,-0.071071848,0.180113522,0.050403528,-0.080735434,-0.132761813
AP3B2,-2.471258785,-0.445910645,-0.009543235,0.55344873,0.454439771,-0.66737322,-1.099437289,-0.605132994,-0.351145819,0.544310548,-1.376749555,1.399893831,0.195682309
AP3D1,0.687534891,1.480996432,-0.334735483,-0.522187535,0.24850136,-0.427104063,0.422850521,-0.067135694,-0.189906375,-0.288617884,0.225065512,-0.016576376,-0.168596689
AP3M1,0.948287992,-0.388601853,0.00170108,-0.241625541,-0.15514437,0.290168665,-0.03049865,-0.259880841,-0.095447017,-0.073657189,0.096194915,0.137720608,0.09829384
AP3M2,0.795345619,-0.411365322,-0.792430602,0.242188904,-0.391332997,-0.24719898,-0.104031424,0.209364494,-0.083449264,0.160085224,-0.288334594,0.231771393,-0.065386234
AP3S1,0.942660806,-1.062743412,0.637929884,-0.05170149,-0.06188666,0.077087423,-0.370104526,-0.150788482,0.114216286,0.013522153,0.074956078,0.124759519,0.040586143
